"Date","Price","Open","High","Low","Vol.","Change %"
"06/20/2024","5,925","5,950","5,950","5,850","8.63M","0.00%"
"06/19/2024","5,925","6,075","6,100","5,850","12.20M","-2.47%"
"06/14/2024","6,075","6,125","6,150","6,025","7.04M","-0.82%"
"06/13/2024","6,125","6,200","6,200","6,100","5.14M","-1.21%"
"06/12/2024","6,200","6,125","6,200","6,100","6.35M","1.22%"
"06/11/2024","6,125","6,150","6,175","6,100","5.40M","-0.81%"
"06/10/2024","6,175","6,225","6,225","6,100","4.21M","-0.40%"
"06/07/2024","6,200","6,200","6,250","6,150","3.73M","0.00%"
"06/06/2024","6,200","6,175","6,200","6,125","5.44M","1.22%"
"06/05/2024","6,125","6,150","6,200","6,100","5.44M","0.41%"
"06/04/2024","6,100","6,050","6,150","6,025","6.44M","0.83%"
"06/03/2024","6,050","5,900","6,050","5,900","11.66M","2.98%"
"05/31/2024","5,875","6,075","6,100","5,875","30.41M","-2.89%"
"05/30/2024","6,050","6,125","6,125","6,025","9.25M","-1.22%"
"05/29/2024","6,125","6,100","6,125","6,050","8.13M","0.00%"
"05/28/2024","6,125","6,125","6,175","6,075","5.51M","0.00%"
"05/27/2024","6,125","6,150","6,175","6,025","9.55M","-0.41%"
"05/22/2024","6,150","6,150","6,175","6,100","3.60M","0.00%"
"05/21/2024","6,150","6,225","6,225","6,100","9.41M","-1.20%"
"05/20/2024","6,225","6,150","6,250","6,150","6.50M","1.22%"
"05/17/2024","6,150","6,150","6,200","6,100","6.99M","0.00%"
"05/16/2024","6,150","6,100","6,175","6,100","8.49M","0.82%"
"05/15/2024","6,100","6,150","6,175","6,050","7.16M","-1.21%"
"05/14/2024","6,175","6,125","6,175","6,075","7.38M","1.23%"
"05/13/2024","6,100","6,175","6,175","6,025","10.17M","-1.61%"
"05/08/2024","6,200","6,175","6,200","6,100","6.84M","0.81%"
"05/07/2024","6,150","6,225","6,250","6,150","4.47M","-1.20%"
"05/06/2024","6,225","6,275","6,275","6,150","5.50M","0.00%"
"05/03/2024","6,225","6,250","6,250","6,125","3.44M","0.00%"
"05/02/2024","6,225","6,250","6,275","6,150","9.81M","-0.40%"
"04/30/2024","6,250","6,200","6,300","6,125","8.89M","1.21%"
"04/29/2024","6,175","6,075","6,175","6,050","5.16M","2.07%"
"04/26/2024","6,050","6,200","6,200","6,050","5.11M","-2.42%"
"04/25/2024","6,200","6,075","6,200","6,050","7.27M","2.48%"
"04/24/2024","6,050","6,050","6,100","6,025","5.02M","0.41%"
"04/23/2024","6,025","6,150","6,150","6,025","7.50M","-2.03%"
"04/22/2024","6,150","6,100","6,150","6,025","8.10M","0.82%"
"04/19/2024","6,100","6,100","6,100","6,025","10.63M","-0.41%"
"04/18/2024","6,125","6,050","6,125","6,050","11.61M","1.24%"
"04/17/2024","6,050","6,175","6,200","6,050","12.13M","-1.63%"
"04/16/2024","6,150","6,300","6,375","6,125","31.10M","-5.38%"
"04/05/2024","6,500","6,500","6,575","6,500","6.93M","0.00%"
"04/04/2024","6,500","6,550","6,550","6,475","4.96M","-0.76%"
"04/03/2024","6,550","6,600","6,600","6,525","10.25M","-0.76%"
"04/02/2024","6,600","6,425","6,600","6,400","12.80M","2.72%"
"04/01/2024","6,425","6,400","6,425","6,325","9.24M","0.78%"
"03/28/2024","6,375","6,325","6,375","6,325","6.14M","0.79%"
"03/27/2024","6,325","6,350","6,375","6,275","9.15M","-0.78%"
"03/26/2024","6,375","6,400","6,400","6,225","14.40M","-1.16%"
"03/25/2024","6,450","6,425","6,500","6,425","5.63M","0.39%"
"03/22/2024","6,425","6,450","6,475","6,400","5.52M","-0.39%"
"03/21/2024","6,450","6,475","6,525","6,425","7.93M","-0.39%"
"03/20/2024","6,475","6,450","6,475","6,425","5.28M","0.78%"
"03/19/2024","6,425","6,450","6,475","6,375","9.57M","-0.39%"
"03/18/2024","6,450","6,450","6,500","6,400","5.24M","0.39%"
"03/15/2024","6,425","6,425","6,500","6,375","21.19M","0.00%"
"03/14/2024","6,425","6,325","6,425","6,300","9.25M","1.98%"
"03/13/2024","6,300","6,350","6,425","6,300","13.16M","-0.79%"
"03/08/2024","6,350","6,375","6,400","6,325","11.80M","0.00%"
"03/07/2024","6,350","6,475","6,500","6,350","11.09M","-2.31%"
"03/06/2024","6,500","6,500","6,550","6,475","4.96M","0.00%"
"03/05/2024","6,500","6,575","6,575","6,475","6.99M","-0.76%"
"03/04/2024","6,550","6,675","6,675","6,550","5.81M","-1.87%"
"03/01/2024","6,675","6,550","6,675","6,550","6.02M","0.75%"
"02/29/2024","6,625","6,625","6,650","6,525","10.81M","0.00%"
"02/28/2024","6,625","6,575","6,625","6,550","2.70M","0.76%"
"02/27/2024","6,575","6,600","6,600","6,525","5.46M","-0.75%"
"02/26/2024","6,625","6,675","6,700","6,550","9.08M","-1.49%"
"02/23/2024","6,725","6,750","6,750","6,625","8.71M","0.00%"
"02/22/2024","6,725","6,600","6,725","6,575","9.49M","1.89%"
"02/21/2024","6,600","6,550","6,600","6,500","10.33M","0.76%"
"02/20/2024","6,550","6,475","6,575","6,475","5.68M","1.16%"
"02/19/2024","6,475","6,450","6,575","6,425","8.43M","0.78%"
"02/16/2024","6,425","6,400","6,475","6,400","5.76M","0.39%"
"02/15/2024","6,400","6,425","6,475","6,375","12.27M","0.79%"
"02/13/2024","6,350","6,400","6,450","6,350","5.49M","-0.78%"
"02/12/2024","6,400","6,350","6,450","6,350","7.08M","0.79%"
"02/07/2024","6,350","6,375","6,450","6,325","10.42M","0.00%"
"02/06/2024","6,350","6,325","6,400","6,300","9.45M","0.79%"
"02/05/2024","6,300","6,400","6,425","6,300","9.87M","-1.56%"
"02/02/2024","6,400","6,350","6,400","6,350","7.36M","0.79%"
"02/01/2024","6,350","6,350","6,450","6,350","10.87M","-0.39%"
"01/31/2024","6,375","6,375","6,425","6,375","9.54M","-0.39%"
"01/30/2024","6,400","6,400","6,425","6,375","4.53M","-0.39%"
"01/29/2024","6,425","6,425","6,425","6,375","6.41M","0.00%"
"01/26/2024","6,425","6,400","6,450","6,375","5.16M","0.39%"
"01/25/2024","6,400","6,450","6,475","6,400","6.87M","-0.78%"
"01/24/2024","6,450","6,400","6,450","6,375","4.09M","0.78%"
"01/23/2024","6,400","6,425","6,425","6,350","7.87M","-0.39%"
"01/22/2024","6,425","6,450","6,475","6,400","7.35M","-0.39%"
"01/19/2024","6,450","6,400","6,475","6,350","7.32M","1.18%"
"01/18/2024","6,375","6,375","6,400","6,325","6.63M","-0.39%"
"01/17/2024","6,400","6,450","6,450","6,350","7.96M","-0.78%"
"01/16/2024","6,450","6,475","6,525","6,425","9.76M","0.00%"
"01/15/2024","6,450","6,400","6,500","6,400","6.60M","1.18%"
"01/12/2024","6,375","6,350","6,400","6,350","5.48M","0.39%"
"01/11/2024","6,350","6,400","6,425","6,350","5.13M","0.00%"
"01/10/2024","6,350","6,375","6,450","6,350","8.21M","-0.39%"
"01/09/2024","6,375","6,400","6,425","6,350","7.19M","-0.39%"
"01/08/2024","6,400","6,450","6,500","6,400","5.58M","-0.78%"
"01/05/2024","6,450","6,475","6,550","6,450","8.99M","0.00%"
"01/04/2024","6,450","6,425","6,500","6,400","5.15M","0.78%"
"01/03/2024","6,400","6,450","6,475","6,400","4.72M","-0.78%"
"01/02/2024","6,450","6,450","6,475","6,375","5.43M","0.00%"
"12/29/2023","6,450","6,475","6,475","6,400","4.94M","0.00%"
"12/28/2023","6,450","6,350","6,500","6,350","8.53M","1.57%"
"12/27/2023","6,350","6,275","6,400","6,275","4.03M","1.20%"
"12/22/2023","6,275","6,300","6,350","6,275","6.71M","0.00%"
"12/21/2023","6,275","6,300","6,325","6,250","5.79M","0.00%"
"12/20/2023","6,275","6,325","6,350","6,275","5.90M","-0.79%"
"12/19/2023","6,325","6,275","6,350","6,250","3.54M","0.80%"
"12/18/2023","6,275","6,325","6,375","6,250","14.59M","-0.79%"
"12/15/2023","6,325","6,350","6,375","6,325","11.99M","-1.17%"
"12/14/2023","6,400","6,400","6,450","6,375","4.69M","0.00%"
"12/13/2023","6,400","6,400","6,425","6,350","3.85M","-0.39%"
"12/12/2023","6,425","6,375","6,425","6,350","3.05M","0.78%"
"12/11/2023","6,375","6,400","6,400","6,325","4.43M","-0.39%"
"12/08/2023","6,400","6,400","6,425","6,325","7.28M","-0.78%"
"12/07/2023","6,450","6,500","6,500","6,400","5.41M","-0.77%"
"12/06/2023","6,500","6,450","6,625","6,425","10.24M","0.39%"
"12/05/2023","6,475","6,375","6,475","6,350","7.96M","1.97%"
"12/04/2023","6,350","6,350","6,400","6,325","6.68M","0.40%"
"12/01/2023","6,325","6,425","6,425","6,300","10.27M","-1.56%"
"11/30/2023","6,425","6,375","6,425","6,275","27.47M","0.00%"
"11/29/2023","6,425","6,400","6,450","6,375","4.53M","0.78%"
"11/28/2023","6,375","6,400","6,450","6,375","5.77M","-0.39%"
"11/27/2023","6,400","6,425","6,500","6,400","5.36M","-0.39%"
"11/24/2023","6,425","6,350","6,425","6,350","2.14M","1.18%"
"11/23/2023","6,350","6,375","6,425","6,325","4.27M","0.00%"
"11/22/2023","6,350","6,425","6,425","6,350","5.32M","-1.17%"
"11/21/2023","6,425","6,425","6,450","6,350","4.18M","0.39%"
"11/20/2023","6,400","6,450","6,475","6,400","3.20M","-0.39%"
"11/17/2023","6,425","6,450","6,450","6,350","4.21M","-0.39%"
"11/16/2023","6,450","6,450","6,475","6,350","5.84M","0.39%"
"11/15/2023","6,425","6,425","6,475","6,425","4.64M","0.78%"
"11/14/2023","6,375","6,450","6,500","6,375","4.05M","-1.16%"
"11/13/2023","6,450","6,350","6,450","6,325","6.18M","1.98%"
"11/10/2023","6,325","6,325","6,375","6,300","4.84M","0.00%"
"11/09/2023","6,325","6,350","6,400","6,300","4.71M","-0.39%"
"11/08/2023","6,350","6,375","6,400","6,225","9.50M","-0.39%"
"11/07/2023","6,375","6,350","6,400","6,325","8.64M","0.39%"
"11/06/2023","6,350","6,375","6,425","6,325","11.67M","-0.39%"
"11/03/2023","6,375","6,500","6,550","6,325","17.26M","-1.54%"
"11/02/2023","6,475","6,700","6,700","6,475","14.73M","-2.63%"
"11/01/2023","6,650","6,700","6,950","6,600","17.10M","0.00%"
"10/31/2023","6,650","6,725","6,750","6,600","5.30M","-1.12%"
"10/30/2023","6,725","6,750","6,775","6,625","7.56M","-0.37%"
"10/27/2023","6,750","6,750","6,800","6,700","3.88M","0.00%"
"10/26/2023","6,750","6,750","6,825","6,625","13.44M","0.00%"
"10/25/2023","6,750","6,725","6,825","6,725","3.31M","0.37%"
"10/24/2023","6,725","6,600","6,800","6,600","5.38M","1.89%"
"10/23/2023","6,600","6,700","6,725","6,600","6.39M","-1.12%"
"10/20/2023","6,675","6,725","6,750","6,650","6.09M","-1.11%"
"10/19/2023","6,750","6,800","6,800","6,700","8.55M","-0.74%"
"10/18/2023","6,800","6,850","6,850","6,750","7.38M","-0.73%"
"10/17/2023","6,850","6,750","6,850","6,725","6.09M","1.86%"
"10/16/2023","6,725","6,700","6,775","6,675","7.11M","0.37%"
"10/13/2023","6,700","6,750","6,775","6,700","3.87M","-0.37%"
"10/12/2023","6,725","6,750","6,850","6,725","7.31M","-0.37%"
"10/11/2023","6,750","6,825","6,900","6,750","14.47M","-0.74%"
"10/10/2023","6,800","6,900","6,950","6,800","4.76M","-0.73%"
"10/09/2023","6,850","6,900","6,925","6,800","6.43M","-0.36%"
"10/06/2023","6,875","6,925","7,100","6,850","11.94M","0.00%"
"10/05/2023","6,875","6,775","6,975","6,725","15.36M","1.85%"
"10/04/2023","6,750","6,725","6,775","6,675","10.50M","0.37%"
"10/03/2023","6,725","6,750","6,825","6,725","8.20M","-0.37%"
"10/02/2023","6,750","6,625","6,800","6,625","6.08M","1.89%"
"09/29/2023","6,625","6,750","6,775","6,625","10.80M","-1.85%"
"09/27/2023","6,750","6,700","6,775","6,650","6.31M","0.75%"
"09/26/2023","6,700","6,775","6,800","6,700","8.02M","-1.11%"
"09/25/2023","6,775","6,800","6,825","6,700","11.16M","0.00%"
"09/22/2023","6,775","6,700","6,800","6,700","8.64M","1.12%"
"09/21/2023","6,700","6,800","6,875","6,650","14.28M","-1.47%"
"09/20/2023","6,800","6,675","6,925","6,675","13.56M","1.87%"
"09/19/2023","6,675","6,600","6,700","6,600","5.23M","1.14%"
"09/18/2023","6,600","6,750","6,750","6,575","10.49M","-2.22%"
"09/15/2023","6,750","6,700","6,750","6,650","16.27M","0.75%"
"09/14/2023","6,700","6,850","6,875","6,700","14.77M","-2.90%"
"09/13/2023","6,900","6,850","6,900","6,800","7.50M","0.73%"
"09/12/2023","6,850","6,975","6,975","6,825","7.69M","-1.44%"
"09/11/2023","6,950","6,925","6,950","6,875","4.05M","0.36%"
"09/08/2023","6,925","6,975","6,975","6,875","6.63M","-0.36%"
"09/07/2023","6,950","6,875","6,950","6,850","11.39M","1.09%"
"09/06/2023","6,875","6,850","6,900","6,825","11.38M","0.36%"
"09/05/2023","6,850","6,900","6,900","6,825","9.10M","-0.72%"
"09/04/2023","6,900","7,000","7,050","6,875","10.76M","-1.43%"
"09/01/2023","7,000","7,100","7,100","7,000","7.09M","-1.41%"
"08/31/2023","7,100","7,050","7,100","7,025","8.34M","0.71%"
"08/30/2023","7,050","7,150","7,175","7,025","6.22M","-1.40%"
"08/29/2023","7,150","7,150","7,200","7,100","7.99M","0.70%"
"08/28/2023","7,100","7,125","7,175","7,075","3.67M","-0.35%"
"08/25/2023","7,125","7,025","7,150","7,000","6.99M","1.42%"
"08/24/2023","7,025","7,075","7,125","7,025","5.01M","-0.71%"
"08/23/2023","7,075","7,000","7,150","7,000","8.11M","1.07%"
"08/22/2023","7,000","6,975","7,050","6,975","3.01M","0.00%"
"08/21/2023","7,000","7,050","7,050","6,950","7.69M","-0.71%"
"08/18/2023","7,050","7,050","7,100","7,000","6.53M","-0.70%"
"08/16/2023","7,100","7,000","7,100","6,975","7.71M","1.43%"
"08/15/2023","7,000","7,050","7,050","6,950","5.21M","-0.71%"
"08/14/2023","7,050","7,050","7,075","6,975","9.92M","0.00%"
"08/11/2023","7,050","7,100","7,100","7,000","10.64M","-0.35%"
"08/10/2023","7,075","6,975","7,100","6,975","11.47M","1.43%"
"08/09/2023","6,975","7,000","7,000","6,925","8.38M","-0.36%"
"08/08/2023","7,000","7,025","7,100","6,975","11.76M","-1.06%"
"08/07/2023","7,075","7,100","7,125","7,050","6.72M","0.35%"
"08/04/2023","7,050","7,050","7,100","7,000","3.23M","0.00%"
"08/03/2023","7,050","7,050","7,125","7,000","7.67M","0.00%"
"08/02/2023","7,050","7,000","7,050","6,900","10.48M","0.71%"
"08/01/2023","7,000","7,275","7,275","7,000","15.28M","-4.44%"
"07/31/2023","7,325","7,325","7,375","7,250","10.23M","0.00%"
"07/28/2023","7,325","7,275","7,325","7,200","6.68M","1.03%"
"07/27/2023","7,250","7,175","7,325","7,175","4.79M","1.05%"
"07/26/2023","7,175","7,175","7,250","7,150","6.79M","0.00%"
"07/25/2023","7,175","7,325","7,325","7,175","7.64M","-1.37%"
"07/24/2023","7,275","7,350","7,350","7,275","2.61M","-0.68%"
"07/21/2023","7,325","7,325","7,350","7,250","4.12M","0.00%"
"07/20/2023","7,325","7,350","7,375","7,250","4.84M","-0.34%"
"07/18/2023","7,350","7,325","7,350","7,225","5.79M","0.68%"
"07/17/2023","7,300","7,425","7,450","7,300","8.10M","-2.01%"
"07/14/2023","7,450","7,475","7,550","7,425","8.08M","0.00%"
"07/13/2023","7,450","7,400","7,525","7,400","13.44M","0.68%"
"07/12/2023","7,400","7,325","7,475","7,275","7.08M","1.37%"
"07/11/2023","7,300","7,250","7,325","7,250","6.80M","0.69%"
"07/10/2023","7,250","7,300","7,325","7,250","5.04M","-0.34%"
"07/07/2023","7,275","7,300","7,350","7,225","13.72M","-2.35%"
"07/06/2023","7,450","7,425","7,475","7,375","18.39M","0.34%"
"07/05/2023","7,425","7,375","7,475","7,350","9.38M","0.68%"
"07/04/2023","7,375","7,275","7,375","7,250","7.37M","1.72%"
"07/03/2023","7,250","7,350","7,375","7,225","13.04M","-1.36%"
"06/27/2023","7,350","7,350","7,350","7,250","5.12M","0.34%"
"06/26/2023","7,325","7,350","7,425","7,300","10.30M","0.34%"
"06/23/2023","7,300","7,250","7,400","7,250","6.85M","1.04%"
"06/22/2023","7,225","7,375","7,400","7,225","6.93M","-2.03%"
"06/21/2023","7,375","7,175","7,400","7,175","9.87M","3.15%"
"06/20/2023","7,150","7,375","7,375","7,125","15.72M","-3.38%"
"06/19/2023","7,400","7,275","7,400","7,275","12.73M","1.72%"
"06/16/2023","7,275","7,425","7,475","7,275","20.76M","-2.35%"
"06/15/2023","7,450","7,450","7,475","7,400","6.01M","0.34%"
"06/14/2023","7,425","7,350","7,450","7,350","7.03M","1.02%"
"06/13/2023","7,350","7,475","7,475","7,350","6.91M","-1.34%"
"06/12/2023","7,450","7,450","7,475","7,425","9.20M","0.34%"
"06/09/2023","7,425","7,325","7,475","7,325","7.96M","0.00%"
"06/08/2023","7,425","7,500","7,500","7,375","7.13M","-0.34%"
"06/07/2023","7,450","7,425","7,475","7,400","12.32M","1.02%"
"06/06/2023","7,375","7,275","7,475","7,250","20.43M","1.72%"
"06/05/2023","7,250","7,200","7,275","7,150","16.15M","2.11%"
"05/31/2023","7,100","7,175","7,275","7,100","19.68M","-0.70%"
"05/30/2023","7,150","7,175","7,200","7,150","4.83M","-0.69%"
"05/29/2023","7,200","7,200","7,275","7,125","8.78M","0.00%"
"05/26/2023","7,200","7,100","7,250","7,100","12.86M","1.41%"
"05/25/2023","7,100","6,975","7,175","6,950","16.68M","2.16%"
"05/24/2023","6,950","6,950","6,975","6,875","8.63M","0.00%"
"05/23/2023","6,950","6,900","6,975","6,900","14.41M","0.72%"
"05/22/2023","6,900","6,950","7,000","6,875","9.93M","-0.72%"
"05/19/2023","6,950","6,800","6,950","6,775","11.38M","2.21%"
"05/17/2023","6,800","6,825","6,850","6,725","8.44M","-0.37%"
"05/16/2023","6,825","6,725","6,850","6,700","13.00M","1.49%"
"05/15/2023","6,725","6,725","6,775","6,675","6.32M","0.00%"
"05/12/2023","6,725","6,800","6,800","6,700","7.27M","-1.10%"
"05/11/2023","6,800","6,900","6,900","6,750","4.96M","-1.45%"
"05/10/2023","6,900","6,850","6,900","6,800","8.70M","1.10%"
"05/09/2023","6,825","6,875","6,900","6,775","9.12M","-0.73%"
"05/08/2023","6,875","6,700","6,875","6,675","15.96M","2.61%"
"05/05/2023","6,700","6,650","6,700","6,575","5.94M","1.13%"
"05/04/2023","6,625","6,600","6,700","6,550","12.34M","-0.38%"
"05/03/2023","6,650","6,775","6,800","6,550","18.86M","2.31%"
"05/02/2023","6,500","6,475","6,500","6,400","8.93M","0.78%"
"04/28/2023","6,450","6,425","6,500","6,400","11.95M","0.39%"
"04/27/2023","6,425","6,475","6,500","6,375","8.31M","-1.15%"
"04/26/2023","6,500","6,400","6,500","6,375","14.10M","2.36%"
"04/18/2023","6,350","6,400","6,400","6,325","4.93M","0.40%"
"04/17/2023","6,325","6,325","6,400","6,275","10.79M","0.40%"
"04/14/2023","6,300","6,275","6,400","6,275","7.08M","0.40%"
"04/13/2023","6,275","6,300","6,325","6,275","4.00M","0.00%"
"04/12/2023","6,275","6,325","6,350","6,250","6.32M","-1.18%"
"04/11/2023","6,350","6,325","6,350","6,250","4.14M","0.40%"
"04/10/2023","6,325","6,275","6,325","6,200","4.64M","1.20%"
"04/06/2023","6,250","6,300","6,350","6,250","6.68M","-0.40%"
"04/05/2023","6,275","6,375","6,375","6,275","6.61M","-1.18%"
"04/04/2023","6,350","6,175","6,350","6,175","6.10M","2.83%"
"04/03/2023","6,175","6,200","6,250","6,175","6.30M","-0.40%"
"03/31/2023","6,200","6,400","6,425","6,200","15.21M","-3.13%"
"03/30/2023","6,400","6,400","6,475","6,350","7.31M","0.79%"
"03/29/2023","6,350","6,400","6,475","6,350","7.60M","-0.39%"
"03/28/2023","6,375","6,375","6,450","6,350","6.39M","0.00%"
"03/27/2023","6,375","6,425","6,425","6,350","7.33M","0.79%"
"03/24/2023","6,325","6,200","6,400","6,175","12.27M","3.27%"
"03/21/2023","6,125","6,225","6,225","6,125","6.11M","-1.21%"
"03/20/2023","6,200","6,125","6,200","6,125","2.33M","1.22%"
"03/17/2023","6,125","6,150","6,225","6,100","12.01M","-0.41%"
"03/16/2023","6,150","6,100","6,175","6,050","3.19M","0.82%"
"03/15/2023","6,100","6,175","6,225","6,100","5.09M","-1.21%"
"03/14/2023","6,175","6,150","6,225","6,125","7.09M","0.82%"
"03/13/2023","6,125","6,125","6,225","6,100","5.18M","0.00%"
"03/10/2023","6,125","6,150","6,200","6,100","5.47M","-0.41%"
"03/09/2023","6,150","6,175","6,250","6,150","5.79M","0.00%"
"03/08/2023","6,150","6,250","6,275","6,150","8.06M","-1.60%"
"03/07/2023","6,250","6,250","6,325","6,200","7.21M","0.00%"
"03/06/2023","6,250","6,300","6,325","6,250","5.13M","-0.40%"
